Order_ID,Customer_ID,age,Driver_ID,Restaurant_ID,Restaurant_Name,Restaurant_Branch,City,Order_Date,food_type,Order_Value,Delivery_Fee,Discount,Final_Amount,Payment_mode,Segment,Rating,Category
O4195,C498,31,D681,R59,"Biryani House","Bangalore B6",Bangalore,2023-04-10,Veg,653,51,80,624,UPI,Premium,3.9,"Fast Food"
O4196,C666,37,D185,R382,McDonalds,"Mumbai B8",Mumbai,2024-01-19,Non-Veg,652,56,56,652,Cash,Regular,3.3,Cafe
O4197,C394,32,D877,R85,KFC,"Bangalore B1",Bangalore,2023-04-11,Non-Veg,588,26,92,522,Card,Regular,3.4,"Fast Food"
O4198,C1442,44,D121,R337,KFC,"Bangalore B8",Bangalore,2023-12-25,Non-Veg,302,49,52,299,Card,Occasional,3.5,"Fast Food"
O4199,C1471,31,D220,R318,"Pizza Hut","Hyderabad B3",Hyderabad,2024-02-12,Veg,461,47,106,402,UPI,Regular,3.1,Cafe
O4200,C1420,35,D616,R147,McDonalds,"Delhi B9",Delhi,2023-06-25,Veg,708,22,10,720,UPI,Occasional,4.6,"Casual Dining"
O4201,C1868,28,D141,R361,KFC,"Pune B3",Pune,2023-04-14,Veg,910,49,23,936,Cash,Regular,3.2,Cafe
O4202,C1438,39,D563,R341,KFC,"Pune B9",Pune,2023-02-25,Non-Veg,810,41,48,803,UPI,Premium,4.2,Cafe
O4203,C1968,32,D263,R145,McDonalds,"Pune B4",Pune,2023-09-13,Non-Veg,984,47,74,957,UPI,Occasional,3.8,"Fast Food"
O4204,C836,33,D583,R226,"Pizza Hut","Mumbai B7",Mumbai,2023-09-14,Non-Veg,222,30,49,203,UPI,Regular,4.6,"Casual Dining"
O4205,C907,35,D642,R10,"Biryani House","Bangalore B7",Bangalore,2023-11-10,Non-Veg,936,24,20,940,UPI,Regular,4.8,Cafe
O4206,C642,33,D64,R127,KFC,"Pune B5",Pune,2023-09-29,Non-Veg,769,24,94,699,UPI,Regular,3.7,"Fast Food"
O4207,C1724,28,D826,R111,Dominos,"Delhi B7",Delhi,2023-12-18,Non-Veg,619,45,26,638,UPI,Premium,3.5,"Casual Dining"
O4208,C121,27,D316,R379,Dominos,"Pune B6",Pune,2024-01-14,Non-Veg,373,59,110,322,UPI,Occasional,4.3,"Fast Food"
O4209,C572,24,D28,R28,Dominos,"Pune B3",Pune,2024-04-02,Veg,977,22,27,972,UPI,Regular,4,"Casual Dining"
O4210,C714,64,D822,R17,"Biryani House","Delhi B10",Delhi,2023-08-01,Veg,519,37,87,469,UPI,Premium,3.1,Cafe
O4211,C853,36,D234,R101,Dominos,"Bangalore B7",Bangalore,2024-09-29,Non-Veg,456,52,133,375,UPI,Regular,4.3,"Fast Food"
O4212,C244,29,D162,R105,"Pizza Hut","Hyderabad B10",Hyderabad,2024-03-04,Non-Veg,414,34,136,312,UPI,Regular,4.6,"Casual Dining"
O4213,C1345,39,D338,R318,"Pizza Hut","Hyderabad B3",Hyderabad,2023-05-21,Non-Veg,230,27,76,181,UPI,Occasional,3.4,Cafe
O4214,C874,32,D688,R277,Dominos,"Bangalore B6",Bangalore,2024-03-12,Veg,480,53,75,458,Cash,Regular,3.6,"Casual Dining"
O4215,C725,61,D167,R92,"Biryani House","Delhi B9",Delhi,2024-04-27,Non-Veg,707,30,79,658,UPI,Occasional,3.9,"Casual Dining"
O4216,C123,69,D713,R161,Dominos,"Delhi B2",Delhi,2023-11-17,Veg,592,42,1,633,UPI,Regular,3.5,"Fast Food"
O4217,C665,39,D714,R124,"Pizza Hut","Hyderabad B1",Hyderabad,2023-08-02,Veg,945,49,1,993,Card,Regular,3.2,"Fast Food"
O4218,C1796,30,D852,R74,McDonalds,"Mumbai B3",Mumbai,2023-05-15,Non-Veg,451,31,11,471,Cash,Regular,5,"Casual Dining"
O4219,C1748,25,D276,R124,"Pizza Hut","Hyderabad B1",Hyderabad,2023-12-23,Veg,305,46,137,214,UPI,Occasional,3.8,"Fast Food"
O4220,C956,28,D155,R145,McDonalds,"Pune B4",Pune,2024-07-21,Veg,287,25,31,281,UPI,Premium,4.3,"Fast Food"
O4221,C985,27,D837,R170,"Pizza Hut","Mumbai B3",Mumbai,2023-11-04,Non-Veg,528,27,113,442,UPI,Premium,3.4,Cafe
O4222,C740,38,D667,R83,Dominos,"Delhi B2",Delhi,2023-11-26,Non-Veg,782,56,21,817,Cash,Premium,3.8,"Fast Food"
O4223,C721,35,D656,R44,"Biryani House","Hyderabad B9",Hyderabad,2023-08-04,Non-Veg,866,32,97,801,UPI,Occasional,4.8,"Fast Food"
O4224,C1675,51,D936,R212,"Biryani House","Bangalore B6",Bangalore,2023-12-17,Veg,963,50,105,908,UPI,Occasional,3.3,"Casual Dining"
O4225,C92,31,D45,R388,Dominos,"Mumbai B9",Mumbai,2023-05-22,Veg,991,33,12,1012,Cash,Occasional,3.8,"Casual Dining"
O4226,C1425,64,D956,R275,Dominos,"Bangalore B9",Bangalore,2023-06-08,Non-Veg,447,55,90,412,Cash,Occasional,4.2,Cafe
O4227,C906,31,D134,R147,McDonalds,"Delhi B9",Delhi,2023-09-21,Veg,936,51,117,870,Cash,Occasional,4.7,"Casual Dining"
O4228,C526,25,D30,R176,"Biryani House","Mumbai B2",Mumbai,2023-09-04,Veg,383,41,102,322,Cash,Premium,4.6,"Casual Dining"
O4229,C1237,38,D645,R40,McDonalds,"Mumbai B7",Mumbai,2023-12-20,Veg,755,51,122,684,UPI,Premium,4.8,"Casual Dining"
O4230,C71,41,D64,R28,Dominos,"Pune B3",Pune,2023-06-23,Veg,996,43,13,1026,Card,Regular,3.7,"Casual Dining"
O4231,C1689,32,D883,R88,"Biryani House","Delhi B4",Delhi,2023-11-07,Non-Veg,441,38,49,430,UPI,Occasional,3.9,"Casual Dining"
O4232,C1123,34,D820,R66,Dominos,"Mumbai B5",Mumbai,2024-05-01,Veg,716,27,57,686,UPI,Regular,4.7,"Casual Dining"
O4233,C1624,31,D646,R355,KFC,"Bangalore B4",Bangalore,2023-09-30,Non-Veg,920,31,129,822,Cash,Regular,4.8,Cafe
O4234,C1621,42,D362,R313,KFC,"Hyderabad B6",Hyderabad,2024-04-12,Veg,885,28,149,764,Cash,Occasional,3.1,Cafe
O4235,C760,40,D511,R121,"Biryani House","Delhi B9",Delhi,2024-06-17,Non-Veg,533,38,63,508,Cash,Occasional,4.1,"Fast Food"
O4236,C1234,30,D232,R141,Dominos,"Delhi B6",Delhi,2023-05-18,Veg,711,49,18,742,UPI,Premium,3.8,"Fast Food"
O4237,C1017,39,D746,R263,KFC,"Hyderabad B3",Hyderabad,2024-03-15,Non-Veg,358,36,66,328,UPI,Regular,4.7,Cafe
O4238,C843,32,D812,R348,Dominos,"Bangalore B4",Bangalore,2023-05-31,Non-Veg,401,29,65,365,UPI,Occasional,4.1,Cafe
O4239,C1433,35,D63,R167,McDonalds,"Bangalore B5",Bangalore,2024-04-19,Non-Veg,310,41,104,247,Cash,Premium,4.4,"Fast Food"
O4240,C101,30,D678,R315,Dominos,"Bangalore B10",Bangalore,2023-08-03,Non-Veg,764,42,82,724,Cash,Premium,3.3,Cafe
O4241,C644,69,D904,R352,"Biryani House","Hyderabad B4",Hyderabad,2024-07-21,Non-Veg,529,44,115,458,Cash,Premium,3.3,Cafe
O4242,C1216,30,D509,R37,Dominos,"Hyderabad B4",Hyderabad,2024-03-10,Non-Veg,314,23,31,306,Cash,Premium,3.9,"Casual Dining"
O4243,C827,33,D969,R233,"Pizza Hut","Bangalore B5",Bangalore,2024-09-06,Non-Veg,253,54,2,305,UPI,Regular,3.3,"Casual Dining"
O4244,C575,22,D680,R11,"Biryani House","Pune B2",Pune,2023-09-23,Veg,998,57,39,1016,Cash,Regular,4.4,"Fast Food"
O4245,C377,33,D899,R264,"Pizza Hut","Mumbai B4",Mumbai,2024-04-27,Non-Veg,822,34,92,764,UPI,Occasional,4.5,Cafe
O4246,C1502,27,D823,R202,"Biryani House","Pune B6",Pune,2023-06-23,Veg,456,24,62,418,Cash,Occasional,3.7,"Casual Dining"
O4247,C821,29,D216,R128,McDonalds,"Hyderabad B9",Hyderabad,2023-11-26,Non-Veg,323,41,54,310,UPI,Premium,4.8,"Fast Food"
O4248,C1576,38,D672,R184,KFC,"Bangalore B3",Bangalore,2023-07-20,Veg,968,22,130,860,UPI,Occasional,3.8,"Casual Dining"
O4249,C1968,33,D801,R342,"Biryani House","Pune B5",Pune,2023-02-27,Veg,202,46,132,116,UPI,Occasional,3.1,"Fast Food"
O4250,C299,26,D281,R162,Dominos,"Pune B9",Pune,2024-01-31,Veg,559,40,12,587,Cash,Regular,4.5,"Fast Food"
O4251,C119,32,D967,R2,"Biryani House","Mumbai B4",Mumbai,2024-01-17,Veg,920,45,122,843,UPI,Occasional,4.2,Cafe
O4252,C498,31,D805,R35,McDonalds,"Bangalore B6",Bangalore,2024-02-10,Non-Veg,392,23,0,415,Cash,Premium,3,"Casual Dining"
O4253,C1496,22,D753,R267,"Biryani House","Bangalore B9",Bangalore,2023-02-24,Veg,817,34,130,721,Cash,Regular,3.8,"Casual Dining"
O4254,C320,53,D610,R240,Dominos,"Pune B5",Pune,2024-01-19,Veg,536,25,35,526,Card,Premium,5,"Casual Dining"
O4255,C1733,22,D484,R15,Dominos,"Hyderabad B9",Hyderabad,2023-08-28,Veg,989,50,144,895,Cash,Regular,3.2,"Fast Food"
O4256,C690,61,D756,R343,Dominos,"Bangalore B1",Bangalore,2024-03-16,Veg,632,47,125,554,Cash,Occasional,3.3,"Fast Food"
O4257,C998,40,D538,R281,"Pizza Hut","Mumbai B1",Mumbai,2023-03-29,Non-Veg,473,58,5,526,UPI,Premium,3.4,"Casual Dining"
O4258,C1819,22,D692,R356,"Biryani House","Pune B8",Pune,2023-07-11,Non-Veg,649,51,54,646,UPI,Occasional,4.8,"Casual Dining"
O4259,C829,34,D676,R167,McDonalds,"Bangalore B5",Bangalore,2024-05-28,Veg,474,54,78,450,UPI,Premium,3.2,"Fast Food"
O4260,C36,40,D343,R351,"Pizza Hut","Delhi B9",Delhi,2023-06-01,Veg,715,21,135,601,Cash,Premium,4.7,"Fast Food"
O4261,C1246,36,D148,R36,"Biryani House","Delhi B6",Delhi,2023-11-28,Veg,441,56,65,432,Card,Occasional,3.7,Cafe
O4262,C1550,39,D431,R18,McDonalds,"Pune B5",Pune,2023-11-24,Veg,539,49,45,543,UPI,Regular,4.6,"Fast Food"
O4263,C517,36,D998,R36,"Biryani House","Delhi B6",Delhi,2023-10-04,Non-Veg,451,27,104,374,UPI,Regular,4.8,Cafe
O4264,C455,28,D246,R381,KFC,"Hyderabad B10",Hyderabad,2023-09-23,Non-Veg,577,33,42,568,Card,Premium,3.6,"Fast Food"
O4265,C1335,27,D931,R26,KFC,"Delhi B4",Delhi,2023-09-30,Non-Veg,488,51,147,392,UPI,Premium,4.9,Cafe
O4266,C1343,31,D961,R125,"Pizza Hut","Delhi B2",Delhi,2024-01-17,Veg,384,39,37,386,Card,Premium,4.7,"Casual Dining"
O4267,C341,28,D790,R126,KFC,"Hyderabad B6",Hyderabad,2024-02-06,Veg,812,45,108,749,UPI,Premium,5,"Fast Food"
O4268,C346,23,D883,R369,"Biryani House","Delhi B4",Delhi,2023-08-31,Veg,887,53,1,939,UPI,Regular,3.9,Cafe
O4269,C226,34,D194,R66,Dominos,"Mumbai B5",Mumbai,2023-11-14,Veg,217,53,41,229,UPI,Regular,4.4,"Casual Dining"
O4270,C59,32,D452,R152,"Biryani House","Mumbai B8",Mumbai,2024-04-08,Non-Veg,843,42,10,875,UPI,Occasional,4.8,Cafe
O4271,C450,29,D442,R125,"Pizza Hut","Delhi B2",Delhi,2023-09-26,Non-Veg,741,60,111,690,UPI,Occasional,4.5,"Casual Dining"
O4272,C827,28,D92,R233,"Pizza Hut","Bangalore B5",Bangalore,2024-02-27,Non-Veg,320,48,83,285,Cash,Regular,3.2,"Casual Dining"
O4273,C1035,34,D91,R6,Dominos,"Mumbai B4",Mumbai,2023-10-20,Veg,707,44,9,742,UPI,Occasional,4.1,Cafe
O4274,C996,30,D617,R161,Dominos,"Delhi B2",Delhi,2024-02-08,Non-Veg,872,38,150,760,UPI,Regular,4.7,"Fast Food"
O4275,C1631,35,D519,R89,McDonalds,"Bangalore B6",Bangalore,2024-01-16,Veg,328,36,42,322,UPI,Regular,4.1,Cafe
O4276,C1044,39,D568,R385,"Biryani House","Hyderabad B4",Hyderabad,2023-09-24,Non-Veg,541,54,87,508,UPI,Premium,3.8,"Casual Dining"
O4277,C1314,32,D466,R83,Dominos,"Delhi B2",Delhi,2024-01-27,Non-Veg,939,56,87,908,UPI,Premium,5,"Fast Food"
O4278,C270,26,D309,R385,"Biryani House","Hyderabad B4",Hyderabad,2023-10-11,Veg,278,47,24,301,UPI,Regular,4.7,"Casual Dining"
O4279,C1849,28,D460,R216,"Pizza Hut","Bangalore B1",Bangalore,2023-05-16,Veg,397,46,132,311,UPI,Regular,3.8,"Casual Dining"
O4280,C182,27,D215,R314,McDonalds,"Pune B7",Pune,2024-03-25,Non-Veg,310,53,88,275,UPI,Premium,4.3,Cafe
O4281,C401,36,D75,R364,"Pizza Hut","Bangalore B5",Bangalore,2024-01-19,Non-Veg,214,52,93,173,Cash,Premium,3.4,Cafe
O4282,C914,22,D714,R302,"Biryani House","Hyderabad B5",Hyderabad,2023-10-07,Non-Veg,332,37,140,229,UPI,Regular,3.2,"Fast Food"
O4283,C797,39,D459,R185,Dominos,"Pune B4",Pune,2023-09-20,Non-Veg,458,40,72,426,UPI,Regular,3.5,"Casual Dining"
O4284,C1715,35,D749,R88,"Biryani House","Delhi B4",Delhi,2024-04-27,Veg,358,26,140,244,UPI,Premium,3.9,"Casual Dining"
O4285,C773,26,D954,R235,"Pizza Hut","Pune B9",Pune,2024-02-09,Non-Veg,918,56,129,845,UPI,Regular,4.9,"Fast Food"
O4286,C1634,36,D167,R279,"Pizza Hut","Delhi B4",Delhi,2024-03-24,Non-Veg,899,21,138,782,Cash,Regular,3.9,"Fast Food"
O4287,C196,53,D505,R237,Dominos,"Mumbai B2",Mumbai,2023-09-23,Non-Veg,617,28,15,630,UPI,Premium,4,"Fast Food"
O4288,C1436,37,D569,R10,"Biryani House","Bangalore B7",Bangalore,2024-06-28,Veg,270,36,93,213,UPI,Regular,3.2,Cafe
O4289,C693,53,D138,R377,"Biryani House","Delhi B1",Delhi,2024-03-25,Non-Veg,627,52,13,666,UPI,Premium,4.1,Cafe
O4290,C1435,37,D313,R193,"Pizza Hut","Mumbai B3",Mumbai,2024-02-16,Non-Veg,380,43,145,278,UPI,Premium,4.9,"Fast Food"
O4291,C1437,27,D840,R89,McDonalds,"Bangalore B6",Bangalore,2023-10-13,Non-Veg,556,47,147,456,UPI,Occasional,4.4,Cafe
O4292,C790,67,D499,R329,"Biryani House","Mumbai B1",Mumbai,2024-05-16,Veg,734,24,22,736,Cash,Occasional,3.8,Cafe
O4293,C128,32,D464,R385,"Biryani House","Hyderabad B4",Hyderabad,2023-12-17,Non-Veg,527,36,18,545,Cash,Occasional,3.2,"Casual Dining"
O4294,C1819,34,D881,R145,McDonalds,"Pune B4",Pune,2024-06-25,Veg,825,59,59,825,UPI,Occasional,3.8,"Fast Food"
O4295,C480,37,D293,R279,"Pizza Hut","Delhi B4",Delhi,2023-10-11,Non-Veg,273,26,88,211,UPI,Regular,3.8,"Fast Food"
O4296,C1216,28,D109,R70,"Biryani House","Hyderabad B10",Hyderabad,2023-11-29,Veg,867,22,112,777,UPI,Premium,3.2,"Casual Dining"
O4297,C1474,29,D640,R126,KFC,"Hyderabad B6",Hyderabad,2023-04-02,Veg,487,34,117,404,UPI,Premium,3.6,"Fast Food"
O4298,C798,39,D963,R7,"Biryani House","Delhi B7",Delhi,2024-01-01,Non-Veg,936,29,128,837,UPI,Occasional,5,Cafe
O4299,C1667,61,D827,R338,McDonalds,"Hyderabad B8",Hyderabad,2023-08-07,Non-Veg,836,27,105,758,UPI,Regular,3,"Casual Dining"
O4300,C271,18,D336,R356,"Biryani House","Pune B8",Pune,2023-10-09,Non-Veg,448,48,115,381,Cash,Regular,3.4,"Casual Dining"
O4301,C1061,65,D415,R365,"Pizza Hut","Bangalore B7",Bangalore,2023-05-27,Non-Veg,853,45,148,750,UPI,Premium,4.6,"Casual Dining"
O4302,C42,48,D653,R57,KFC,"Pune B2",Pune,2023-08-09,Non-Veg,989,22,65,946,Cash,Occasional,4.6,"Casual Dining"
O4303,C1622,30,D50,R125,"Pizza Hut","Delhi B2",Delhi,2023-10-15,Non-Veg,961,33,139,855,Cash,Regular,4.1,"Casual Dining"
O4304,C358,34,D15,R37,Dominos,"Hyderabad B4",Hyderabad,2023-02-16,Non-Veg,770,34,110,694,UPI,Regular,3.6,"Casual Dining"
O4305,C933,19,D749,R49,KFC,"Delhi B3",Delhi,2024-02-18,Non-Veg,280,39,109,210,Cash,Regular,3.9,"Fast Food"
O4306,C626,26,D561,R307,KFC,"Bangalore B6",Bangalore,2023-11-17,Veg,856,23,33,846,Cash,Occasional,3.8,Cafe
O4307,C752,31,D471,R108,"Pizza Hut","Mumbai B4",Mumbai,2024-08-26,Veg,952,41,65,928,UPI,Regular,4.3,"Casual Dining"
O4308,C1749,36,D887,R329,"Biryani House","Mumbai B1",Mumbai,2023-11-23,Non-Veg,825,50,6,869,UPI,Occasional,3.4,Cafe
O4309,C876,39,D690,R339,"Biryani House","Delhi B6",Delhi,2023-06-20,Non-Veg,608,43,121,530,UPI,Occasional,3.5,"Casual Dining"
O4310,C1862,65,D5,R141,Dominos,"Delhi B6",Delhi,2023-06-05,Non-Veg,635,33,104,564,Cash,Regular,3.2,"Fast Food"
O4311,C894,47,D845,R208,"Biryani House","Pune B2",Pune,2023-08-03,Veg,671,37,20,688,Card,Premium,4.2,"Fast Food"
O4312,C706,34,D255,R228,McDonalds,"Delhi B6",Delhi,2024-04-19,Veg,785,36,51,770,UPI,Regular,4.1,Cafe
O4313,C1788,27,D885,R2,"Biryani House","Mumbai B4",Mumbai,2023-10-29,Veg,699,39,50,688,UPI,Premium,3.1,Cafe
O4314,C1947,28,D838,R264,"Pizza Hut","Mumbai B4",Mumbai,2024-03-22,Veg,536,22,23,535,Cash,Occasional,4.2,Cafe
O4315,C1110,38,D794,R294,"Biryani House","Hyderabad B1",Hyderabad,2023-06-07,Veg,446,58,147,357,UPI,Occasional,4.8,"Casual Dining"
O4316,C1510,70,D152,R192,Dominos,"Bangalore B9",Bangalore,2023-10-31,Veg,466,31,18,479,UPI,Occasional,5,"Fast Food"
O4317,C1905,39,D598,R202,"Biryani House","Pune B6",Pune,2023-10-28,Non-Veg,356,32,14,374,UPI,Premium,3.1,"Casual Dining"
O4318,C747,39,D501,R168,"Biryani House","Hyderabad B9",Hyderabad,2023-02-13,Veg,985,60,136,909,Cash,Occasional,4.3,"Fast Food"
O4319,C199,52,D996,R100,"Pizza Hut","Pune B3",Pune,2023-08-11,Veg,365,52,74,343,UPI,Regular,4.4,"Fast Food"
O4320,C446,25,D189,R308,"Pizza Hut","Hyderabad B5",Hyderabad,2023-12-27,Non-Veg,773,54,74,753,Cash,Regular,4.4,Cafe
O4321,C1910,36,D398,R246,"Biryani House","Delhi B1",Delhi,2024-07-06,Veg,745,27,103,669,Cash,Premium,4.1,"Fast Food"
O4322,C1243,44,D874,R139,KFC,"Mumbai B6",Mumbai,2023-07-13,Non-Veg,248,22,110,160,Cash,Regular,3.6,"Casual Dining"
O4323,C1283,39,D415,R114,"Biryani House","Bangalore B2",Bangalore,2023-09-12,Veg,469,48,139,378,Cash,Regular,4.6,"Fast Food"
O4324,C1084,39,D667,R1,Dominos,"Delhi B7",Delhi,2024-05-09,Non-Veg,417,29,99,347,UPI,Occasional,3.8,"Casual Dining"
O4325,C355,59,D672,R323,"Pizza Hut","Bangalore B3",Bangalore,2023-05-12,Veg,347,59,34,372,Cash,Premium,3.8,"Casual Dining"
O4326,C1907,30,D712,R78,"Pizza Hut","Pune B1",Pune,2024-01-14,Veg,853,28,23,858,Cash,Occasional,4.6,"Fast Food"
O4327,C1008,35,D649,R302,"Biryani House","Hyderabad B5",Hyderabad,2024-09-02,Veg,589,41,33,597,UPI,Occasional,4.6,"Fast Food"
O4328,C532,35,D308,R73,Dominos,"Bangalore B1",Bangalore,2023-06-30,Non-Veg,435,47,131,351,UPI,Occasional,4.7,Cafe
O4329,C70,26,D98,R118,KFC,"Mumbai B4",Mumbai,2024-02-20,Veg,476,27,142,361,UPI,Premium,4.4,"Casual Dining"
O4330,C307,36,D916,R156,Dominos,"Delhi B5",Delhi,2023-02-21,Non-Veg,973,44,117,900,UPI,Occasional,3.6,Cafe
O4331,C819,19,D307,R119,"Biryani House","Hyderabad B7",Hyderabad,2024-07-29,Veg,573,48,103,518,UPI,Regular,4.4,"Fast Food"
O4332,C458,69,D429,R263,KFC,"Hyderabad B3",Hyderabad,2024-08-06,Veg,514,38,21,531,UPI,Regular,3.1,Cafe
O4333,C1990,34,D803,R212,"Biryani House","Bangalore B6",Bangalore,2024-06-02,Non-Veg,922,30,13,939,UPI,Regular,4,"Casual Dining"
O4334,C101,63,D374,R136,McDonalds,"Bangalore B3",Bangalore,2023-05-10,Non-Veg,877,25,149,753,Cash,Premium,4.8,"Casual Dining"
O4335,C700,33,D97,R206,McDonalds,"Mumbai B3",Mumbai,2023-09-08,Non-Veg,761,57,11,807,UPI,Occasional,4.6,Cafe
O4336,C372,39,D169,R152,"Biryani House","Mumbai B8",Mumbai,2023-03-26,Non-Veg,712,35,71,676,UPI,Occasional,3.5,Cafe
O4337,C321,65,D366,R251,Dominos,"Delhi B10",Delhi,2024-03-27,Non-Veg,717,32,82,667,Cash,Premium,5,"Casual Dining"
O4338,C1384,33,D962,R258,KFC,"Bangalore B3",Bangalore,2023-09-15,Non-Veg,291,25,45,271,UPI,Regular,4.5,"Fast Food"
O4339,C581,39,D194,R19,McDonalds,"Mumbai B2",Mumbai,2023-02-23,Non-Veg,288,45,89,244,Cash,Regular,4.4,"Fast Food"
O4340,C1204,30,D26,R210,"Pizza Hut","Pune B6",Pune,2023-03-25,Veg,233,34,115,152,Card,Regular,3.2,"Fast Food"
O4341,C455,68,D216,R42,KFC,"Hyderabad B2",Hyderabad,2023-06-15,Non-Veg,636,29,96,569,Cash,Premium,4.8,"Fast Food"
O4342,C136,62,D716,R103,"Pizza Hut","Hyderabad B1",Hyderabad,2023-04-27,Non-Veg,285,31,118,198,UPI,Premium,4.7,Cafe
O4343,C1624,28,D308,R396,"Pizza Hut","Bangalore B8",Bangalore,2023-04-29,Veg,950,23,120,853,Cash,Regular,4.7,Cafe
O4344,C423,25,D922,R109,Dominos,"Bangalore B3",Bangalore,2024-03-24,Non-Veg,542,41,116,467,Cash,Occasional,3.6,Cafe
O4345,C1977,37,D135,R27,McDonalds,"Pune B3",Pune,2023-10-21,Non-Veg,795,38,8,825,UPI,Regular,4.2,Cafe
O4346,C667,27,D937,R389,"Biryani House","Bangalore B7",Bangalore,2024-02-25,Veg,952,52,6,998,Cash,Premium,3.5,"Fast Food"
O4347,C454,56,D728,R395,McDonalds,"Hyderabad B6",Hyderabad,2023-09-10,Non-Veg,970,37,13,994,Cash,Regular,3.1,"Fast Food"
O4348,C1917,40,D1,R191,McDonalds,"Hyderabad B2",Hyderabad,2024-04-19,Non-Veg,998,22,89,931,UPI,Occasional,3.9,Cafe
O4349,C802,38,D535,R375,McDonalds,"Bangalore B3",Bangalore,2023-06-08,Veg,904,37,110,831,Cash,Premium,3.3,"Fast Food"
O4350,C1187,56,D829,R128,McDonalds,"Hyderabad B9",Hyderabad,2024-03-18,Veg,764,29,31,762,UPI,Occasional,4.5,"Fast Food"
O4351,C1611,36,D539,R233,"Pizza Hut","Bangalore B5",Bangalore,2024-02-15,Veg,718,27,83,662,UPI,Premium,4.2,"Casual Dining"
O4352,C1213,37,D404,R123,Dominos,"Delhi B2",Delhi,2024-08-15,Veg,932,57,5,984,UPI,Premium,4.3,"Fast Food"
O4353,C1332,29,D977,R83,Dominos,"Delhi B2",Delhi,2023-08-01,Non-Veg,701,49,55,695,UPI,Regular,4.8,"Fast Food"
O4354,C1941,31,D843,R41,McDonalds,"Mumbai B6",Mumbai,2023-08-19,Veg,553,55,122,486,UPI,Occasional,3.7,Cafe
O4355,C1202,28,D28,R115,Dominos,"Pune B10",Pune,2024-03-17,Non-Veg,554,29,53,530,UPI,Premium,4,"Casual Dining"
O4356,C393,25,D751,R246,"Biryani House","Delhi B1",Delhi,2024-06-01,Veg,815,59,29,845,UPI,Regular,3.9,"Fast Food"
O4357,C1912,41,D96,R73,Dominos,"Bangalore B1",Bangalore,2023-06-27,Veg,989,41,48,982,UPI,Premium,4.9,Cafe
O4358,C1753,54,D924,R377,"Biryani House","Delhi B1",Delhi,2023-08-28,Veg,691,32,11,712,Card,Regular,4.3,Cafe
O4359,C1997,36,D648,R84,"Biryani House","Bangalore B8",Bangalore,2023-03-26,Veg,991,34,111,914,UPI,Premium,3.5,Cafe
O4360,C973,31,D651,R295,"Biryani House","Pune B5",Pune,2024-07-14,Veg,705,37,5,737,UPI,Occasional,3.1,Cafe
O4361,C1900,26,D915,R151,"Biryani House","Hyderabad B10",Hyderabad,2023-04-10,Non-Veg,721,34,27,728,UPI,Premium,3.7,"Fast Food"
O4362,C34,36,D113,R360,McDonalds,"Delhi B4",Delhi,2024-01-08,Non-Veg,741,43,100,684,Cash,Occasional,4.3,"Fast Food"
O4363,C1856,40,D668,R296,KFC,"Hyderabad B2",Hyderabad,2023-10-31,Veg,946,25,116,855,Cash,Premium,4.6,Cafe
O4364,C1295,37,D35,R304,McDonalds,"Delhi B1",Delhi,2024-06-29,Veg,377,44,9,412,Cash,Occasional,4.1,Cafe
O4365,C1265,35,D238,R132,McDonalds,"Hyderabad B1",Hyderabad,2024-05-19,Non-Veg,457,32,135,354,UPI,Premium,3.7,Cafe
O4366,C590,40,D741,R294,"Biryani House","Hyderabad B1",Hyderabad,2023-03-31,Veg,449,47,23,473,Cash,Occasional,3.3,"Casual Dining"
O4367,C1866,52,D864,R24,"Pizza Hut","Hyderabad B3",Hyderabad,2023-10-31,Veg,956,60,147,869,UPI,Occasional,4.8,"Fast Food"
O4368,C1866,32,D37,R334,"Biryani House","Hyderabad B10",Hyderabad,2023-10-20,Non-Veg,526,23,132,417,UPI,Occasional,3.3,Cafe
O4369,C765,40,D652,R375,McDonalds,"Bangalore B3",Bangalore,2024-04-27,Non-Veg,513,50,133,430,Cash,Premium,4.7,"Fast Food"
O4370,C1188,38,D264,R158,"Biryani House","Delhi B8",Delhi,2023-11-16,Veg,403,56,103,356,Cash,Premium,3.7,"Fast Food"
O4371,C265,31,D166,R304,McDonalds,"Delhi B1",Delhi,2023-05-17,Veg,660,24,5,679,UPI,Regular,3.3,Cafe
O4372,C1069,37,D719,R161,Dominos,"Delhi B2",Delhi,2024-01-01,Veg,687,43,115,615,UPI,Occasional,3.6,"Fast Food"
O4373,C1137,33,D182,R374,KFC,"Pune B5",Pune,2024-04-19,Veg,494,56,105,445,UPI,Premium,4.2,"Casual Dining"
O4374,C1868,35,D517,R241,"Pizza Hut","Pune B5",Pune,2024-03-25,Non-Veg,404,26,62,368,Cash,Regular,4.8,Cafe
O4375,C1085,30,D861,R63,Dominos,"Delhi B3",Delhi,2023-08-07,Non-Veg,853,31,5,879,UPI,Occasional,4.8,Cafe
O4376,C1666,30,D913,R152,"Biryani House","Mumbai B8",Mumbai,2023-09-21,Non-Veg,875,22,79,818,UPI,Regular,4.8,Cafe
O4377,C622,40,D726,R366,McDonalds,"Bangalore B2",Bangalore,2023-12-30,Veg,434,40,41,433,UPI,Premium,3.6,Cafe
